order,category,row_num,designation,name_pub,name_source,name_mast_key,name_simbad,sulentic,z,z_dv_kms,z_needs_check,sdss_flag,oiii_observable,validation_route,work_status,manmask,civ_frac_best,ciii_frac_best,mgii_frac_best,n_spectra,instruments_master,stems,measurement_provenance,companion_within_30as
438,sdss,62,J035230.55-071102.3,2MASSI J0352305-071102,simbad,2MASSI J0352305-071102,2MASSI J0352305-071102,,0.9658738719295776,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,2,COS;FOS,2MASSI J0352305-071102_COS;2MASSI J0352305-071102_FOS,,
439,sdss,356,J141921.02-003653.3,QSO J1419-0036,simbad,QSO J1419-0036,QSO J1419-0036,,0.9701837918058638,0.0,no,2,False,sdss_no_oiii,fit,1,0.9891,0.0,0.0,1,STIS,QSO J1419-0036_STIS,,
440,sdss,300,J132320.54+291007.0,Ton  157,simbad,TON157,Ton  157,,0.9718249091051288,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,1,FOS,TON157_FOS,,
441,sdss,226,J115120.44+543732.9,LB  2126,simbad,LB 2126,LB  2126,,0.9767036167678352,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,2,COS;FOS,LB 2126_COS;LB 2126_FOS,,
442,sdss,154,J100445.73+222519.0,4C 22.26,simbad,PKS1001+22,4C 22.26,,0.9804830875588424,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,1,FOS,PKS1001+22_FOS,,
443,sdss,96,J081735.07+223717.7,7C 081438.10+224634.00,simbad,7C 081438.10+224634.00,7C 081438.10+224634.00,,0.9816571523524804,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,7C 081438.10+224634.00_COS,,
444,sdss,303,J132921.74+144431.2,SDSS J132921.75+144431.2,simbad,SDSS J132921.75+144431.2,SDSS J132921.75+144431.2,,0.982568635579821,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,SDSS J132921.75+144431.2_COS,,
445,sdss,288,J131028.63+322043.3,US  371,simbad,PKS 1308+326,US  371,,0.9946,7.5,no,2,False,sdss_no_oiii,iue_only,,0.0,0.0,0.0,0,,,,
446,sdss,392,J152701.74+245248.9,QSO J1527+2452,simbad,QSO J1527+2452,QSO J1527+2452,,0.99545899087509,0.0,no,2,False,sdss_no_oiii,fit,1,0.9881,0.0,0.0,1,STIS,QSO J1527+2452_STIS,,
447,sdss,178,J104839.39+442821.0,[VV2006] J104839.4+442820,mast,[VV2006] J104839.4+442820,[VV2006] J104839.4+442820,,0.9990412132972248,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,[VV2006] J104839.4+442820_COS,,
448,sdss,205,J112317.52+051804.0,[VV2006] J112317.5+051804,mast,[VV2006] J112317.5+051804,[VV2006] J112317.5+051804,,1.001491752877977,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,[VV2006] J112317.5+051804_COS,,
449,sdss,176,J104231.12+221300.4,2MASS J10423110+2213003,simbad,2MASS J10423110+2213003,2MASS J10423110+2213003,,1.006926431853759,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,2MASS J10423110+2213003_COS,,
450,sdss,175,J103928.14+392342.1,[VV2006] J103928.1+392342,mast,[VV2006] J103928.1+392342,[VV2006] J103928.1+392342,,1.011391276998836,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,[VV2006] J103928.1+392342_COS,,
451,sdss,296,J131956.27+272808.3,Ton  153,simbad,Ton 153,Ton  153,,1.016481261089158,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,3,COS;FOS;STIS,Ton 153_COS;Ton 153_FOS;Ton 153_STIS,,
452,sdss,231,J115518.28+193942.4,CLASS-B1152+199-ABS01,mast,CLASS-B1152+199-ABS01,[VV2000] J115518.3+193942,,1.018821761179819,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,1,0.0,0.0,0.0,2,COS;STIS,CLASS-B1152+199-ABS01_COS;CLASS-B1152+199-ABS01_STIS,,
453,sdss,182,J105440.96-002048.7,QSO B1052-0004,simbad,QSO B1052-0004,QSO B1052-0004,,1.019575578495305,0.0,no,2,False,sdss_no_oiii,fit,2,0.9766,0.0,0.0,1,STIS,QSO B1052-0004_STIS,,
454,sdss,398,J153730.96+335837.6,QSO J1537+3358,simbad,QSO J1537+3358,QSO J1537+3358,,1.02279746582192,0.0,no,2,False,sdss_no_oiii,fit,1,0.9816,0.0,0.0,1,STIS,QSO J1537+3358_STIS,,
455,sdss,423,J163302.11+392427.4,7C 163119.39+393037.00,simbad,7C 163119.39+393037.00,7C 163119.39+393037.00,,1.024146146363619,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,2,COS;FOS,7C 163119.39+393037.00_COS;7C 163119.39+393037.00_FOS,,
456,sdss,279,J125659.90+042734.0,QSO B1254+0443,simbad,PG1254+047,QSO B1254+0443,,1.028873542691621,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,1,FOS,PG1254+047_FOS,,
457,sdss,217,J113709.50+390724.0,QSO J1137+3907,simbad,QSO J1137+3907,QSO J1137+3907,,1.029586952614159,0.0,no,2,False,sdss_no_oiii,fit,1,0.9812,0.0,0.0,1,STIS,QSO J1137+3907_STIS,,
458,sdss,56,J025316.46+010759.7,QSO B0250+0055,simbad,QSO B0250+0055,QSO B0250+0055,,1.032385907165622,0.0,no,2,False,sdss_no_oiii,fit,1,0.9815,0.0,0.0,1,STIS,QSO B0250+0055_STIS,,
459,sdss,271,J125048.30+395139.5,QSO B1248+401,simbad,QSO B1248+401,QSO B1248+401,,1.035992245265798,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,3,COS;FOS;STIS,QSO B1248+401_COS;QSO B1248+401_FOS;QSO B1248+401_STIS,,
460,sdss,469,J233439.99+005200.6,QSO J2334+0052,simbad,QSO J2334+0052,QSO J2334+0052,,1.038464247012057,0.0,no,2,False,sdss_no_oiii,fit,0,0.9688,0.0,0.0,1,STIS,QSO J2334+0052_STIS,,
461,sdss,259,J123200.02-022405.8,4C -02.55,simbad,Q1229-0207,4C -02.55,,1.04259567632235,0.0,no,2,False,uv_anchor,fit,2,1.0,0.9605,1.0,3,COS;FOS;STIS,Q1229-0207_COS;Q1229-0207_FOS;Q1229-0207_STIS,,
462,sdss,10,J002204.89-012847.9,LBQS 0019-0145B,simbad,LBQS 0019-0145B,LBQS 0019-0145B,,1.042726968772407,0.0,no,2,False,sdss_no_oiii,fit,,0.9795,0.0,0.0,1,STIS,LBQS 0019-0145B_STIS,,
463,sdss,316,J134844.76+024949.0,[VV2006] J134844.8+024948,mast,[VV2006] J134844.8+024948,[VV2006] J134844.8+024948,,1.044319055875876,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,[VV2006] J134844.8+024948_COS,,
464,sdss,294,J131946.25+514806.2,4C 52.27,simbad,1317+5203,4C 52.27,,1.054859817444746,0.0,no,2,False,sdss_no_oiii,fit,2,0.9888,0.0,0.0,1,FOS,1317+5203_FOS,,
465,sdss,270,J125025.54+301639.7,4C 30.25,simbad,B21248+30,4C 30.25,,1.0606118009282,0.0,no,2,False,sdss_no_oiii,fit,2,0.9922,0.0,0.0,1,FOS,B21248+30_FOS,,
466,sdss,85,J074417.47+375316.9,3C 186,simbad,3C186,3C 186,,1.068358360056554,0.0,no,2,False,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,3C186_FOS,,
467,sdss,117,J090916.08+163522.5,LB  9388,simbad,LB 9388,LB  9388,,1.072072563143889,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,LB 9388_COS,,
468,sdss,36,J012528.82-000555.9,QSO J0125-0006,simbad,QSO J0125-0006,QSO J0125-0006,,1.073209199638118,0.0,no,2,False,sdss_no_oiii,fit,2,0.9869,0.0,0.0,2,COS;FOS,QSO J0125-0006_COS;QSO J0125-0006_FOS,,
469,sdss,365,J142253.27-000149.4,QSO J1422-0001,simbad,QSO J1422-0001,QSO J1422-0001,,1.081328128648883,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,QSO J1422-0001_COS,,
470,sdss,277,J125547.61+401230.8,2MASS J12554763+4012302,simbad,2MASS J12554763+4012302,2MASS J12554763+4012302,,1.087057170307751,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,2MASS J12554763+4012302_COS,,
471,sdss,384,J145502.46+085002.0,2MASS J14550246+0850022,simbad,2MASS J14550246+0850022,2MASS J14550246+0850022,,1.106803693097012,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,2MASS J14550246+0850022_COS,,
472,sdss,183,J105817.89+195150.7,4C 20.24,simbad,PKS1055+20,4C 20.24,,1.114953577665657,0.0,no,2,False,uv_anchor,fit,1,1.0,1.0,1.0,1,FOS,PKS1055+20_FOS,,
473,sdss,326,J140023.10+433852.0,PB  1154,simbad,PB 1154,PB  1154,,1.125772921842728,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,PB 1154_COS,,
474,sdss,142,J094941.10+295518.8,QSO J0949+2955,simbad,PG0946+301,QSO J0949+2955,,1.223437764749421,0.0,no,2,False,sdss_no_oiii,fit,1,0.9861,0.0,0.0,2,FOS;STIS,PG0946+301_FOS;PG0946+301_STIS,,
